idx,split,steps,strength,cfg_scale,panel_path,clip_predimg_predtxt,clip_predimg_gttxt
10,train,20,0.05,5.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps20_str0.050_cfg5.00.png,0.2453397959470749,0.20799994468688965
10,train,20,0.05,7.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps20_str0.050_cfg7.00.png,0.23635414242744446,0.2351309359073639
10,train,20,0.1,1.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps20_str0.100_cfg1.00.png,0.24396532773971558,0.219323068857193
10,train,20,0.1,3.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps20_str0.100_cfg3.00.png,0.1955992877483368,0.17282329499721527
10,train,20,0.1,5.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps20_str0.100_cfg5.00.png,0.23307350277900696,0.20775622129440308
10,train,20,0.1,7.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps20_str0.100_cfg7.00.png,0.2677720785140991,0.22285154461860657
10,train,30,0.02,1.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.020_cfg1.00.png,0.20116689801216125,0.2023218870162964
10,train,30,0.02,3.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.020_cfg3.00.png,0.22381548583507538,0.17457666993141174
10,train,30,0.02,5.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.020_cfg5.00.png,0.22741486132144928,0.2112647294998169
10,train,30,0.02,7.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.020_cfg7.00.png,0.2228100299835205,0.20671100914478302
10,train,30,0.05,1.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.050_cfg1.00.png,0.2219047248363495,0.20002448558807373
10,train,30,0.05,3.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.050_cfg3.00.png,0.23049196600914001,0.20248818397521973
10,train,30,0.05,5.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.050_cfg5.00.png,0.2680651545524597,0.256816029548645
10,train,30,0.05,7.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.050_cfg7.00.png,0.2500843107700348,0.23433199524879456
10,train,30,0.1,1.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.100_cfg1.00.png,0.24290429055690765,0.21097324788570404
10,train,30,0.1,3.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.100_cfg3.00.png,0.2632523775100708,0.1769697070121765
10,train,30,0.1,5.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.100_cfg5.00.png,0.253318727016449,0.2128020077943802
10,train,30,0.1,7.0,/content/drive/MyDrive/Mutimodal_Sequential_prediction/results/ablations/idx10_steps30_str0.100_cfg7.00.png,0.2231169044971466,0.22913578152656555
